Municipality|Ward_Name|Ward_Number|Contest|Party|Candidate|Votes
City of Kenosha|Wards 2|2|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|1
City of Kenosha|Wards 2|2|President / Vice President|GRN|Jill Stein / Rudolph Ware|1
City of Kenosha|Wards 2|2|President / Vice President|JFA|Cornel West / Melina Abdullah|1
City of Kenosha|Wards 2|2|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 2|2|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 2|2|President / Vice President|Write-In||1
City of Kenosha|Wards 2|2|United States Senator|DEM|Tammy Baldwin|195
City of Kenosha|Wards 2|2|United States Senator|REP|Eric Hovde|190
City of Kenosha|Wards 2|2|United States Senator|DTC|Phil Anderson|9
City of Kenosha|Wards 2|2|United States Senator|AFT|Thomas Leager|7
City of Kenosha|Wards 2|2|United States Senator|Write-In||0
City of Kenosha|Wards 2|2|Representative in Congress|REP|Bryan Steil|198
City of Kenosha|Wards 2|2|Representative in Congress|DEM|Peter Barca|189
City of Kenosha|Wards 2|2|Representative in Congress|GRN|Chester Todd, Jr.|8
City of Kenosha|Wards 2|2|Representative in Congress|Write-In||0
City of Kenosha|Wards 2|2|State Senator District 22|DEM|Robert W. Wirch|271
City of Kenosha|Wards 2|2|State Senator District 22|Write-In||20
City of Kenosha|Wards 2|2|Representative to the Assembly District 64|DEM|Tip McGuire|201
City of Kenosha|Wards 2|2|Representative to the Assembly District 64|REP|Ed Hibsch|173
City of Kenosha|Wards 2|2|Representative to the Assembly District 64|Write-In||0
City of Kenosha|Wards 2|2|District Attorney|DEM|Carli McNeill|188
City of Kenosha|Wards 2|2|District Attorney|REP|Xavier Solis|185
City of Kenosha|Wards 2|2|District Attorney|Write-In||0
City of Kenosha|Wards 2|2|County Clerk|DEM|Regi Waligora|264
City of Kenosha|Wards 2|2|County Clerk|Write-In||12
City of Kenosha|Wards 2|2|County Treasurer|DEM|Teri Jacobson|262
City of Kenosha|Wards 2|2|County Treasurer|Write-In||12
City of Kenosha|Wards 2|2|Register of Deeds|DEM|Jennifer Mack|258
City of Kenosha|Wards 2|2|Register of Deeds|Write-In||10
City of Kenosha|Wards 2|2|State Referendum|Yes||273
City of Kenosha|Wards 2|2|State Referendum|No||87
City of Kenosha|Wards 3|3|President / Vice President|DEM|Kamala D. Harris / Tim Walz|211
City of Kenosha|Wards 3|3|President / Vice President|REP|Donald J. Trump / JD Vance|179
City of Kenosha|Wards 3|3|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|3
City of Kenosha|Wards 3|3|President / Vice President|CON|Randall Terry / Stephen Broden|2
City of Kenosha|Wards 3|3|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|1
City of Kenosha|Wards 3|3|President / Vice President|GRN|Jill Stein / Rudolph Ware|1
City of Kenosha|Wards 3|3|President / Vice President|JFA|Cornel West / Melina Abdullah|1
City of Kenosha|Wards 3|3|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 3|3|President / Vice President|Write-In||1
City of Kenosha|Wards 3|3|United States Senator|DEM|Tammy Baldwin|212
City of Kenosha|Wards 3|3|United States Senator|REP|Eric Hovde|162
City of Kenosha|Wards 3|3|United States Senator|AFT|Thomas Leager|11
City of Kenosha|Wards 3|3|United States Senator|DTC|Phil Anderson|2
City of Kenosha|Wards 3|3|United States Senator|Write-In||1
City of Kenosha|Wards 3|3|Representative in Congress|DEM|Peter Barca|206
City of Kenosha|Wards 3|3|Representative in Congress|REP|Bryan Steil|166
City of Kenosha|Wards 3|3|Representative in Congress|GRN|Chester Todd, Jr.|13
City of Kenosha|Wards 3|3|Representative in Congress|Write-In||0
City of Kenosha|Wards 3|3|State Senator District 22|DEM|Robert W. Wirch|307
City of Kenosha|Wards 3|3|State Senator District 22|Write-In||12
City of Kenosha|Wards 3|3|Representative to the Assembly District 64|DEM|Tip McGuire|214
City of Kenosha|Wards 3|3|Representative to the Assembly District 64|REP|Ed Hibsch|158
City of Kenosha|Wards 3|3|Representative to the Assembly District 64|Write-In||1
City of Kenosha|Wards 3|3|District Attorney|DEM|Carli McNeill|214
City of Kenosha|Wards 3|3|District Attorney|REP|Xavier Solis|155
City of Kenosha|Wards 3|3|District Attorney|Write-In||2
City of Kenosha|Wards 3|3|County Clerk|DEM|Regi Waligora|299
City of Kenosha|Wards 3|3|County Clerk|Write-In||13
City of Kenosha|Wards 3|3|County Treasurer|DEM|Teri Jacobson|300
City of Kenosha|Wards 3|3|County Treasurer|Write-In||12
City of Kenosha|Wards 3|3|Register of Deeds|DEM|Jennifer Mack|289
City of Kenosha|Wards 3|3|Register of Deeds|Write-In||13
City of Kenosha|Wards 3|3|State Referendum|Yes||276
City of Kenosha|Wards 3|3|State Referendum|No||83
City of Kenosha|Wards 4|4|President / Vice President|REP|Donald J. Trump / JD Vance|102
City of Kenosha|Wards 4|4|President / Vice President|DEM|Kamala D. Harris / Tim Walz|77
City of Kenosha|Wards 4|4|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|1
City of Kenosha|Wards 4|4|President / Vice President|JFA|Cornel West / Melina Abdullah|1
City of Kenosha|Wards 4|4|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 4|4|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 4|4|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 4|4|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 4|4|President / Vice President|Write-In||2
City of Kenosha|Wards 4|4|United States Senator|REP|Eric Hovde|95
City of Kenosha|Wards 4|4|United States Senator|DEM|Tammy Baldwin|81
City of Kenosha|Wards 4|4|United States Senator|AFT|Thomas Leager|3
City of Kenosha|Wards 4|4|United States Senator|DTC|Phil Anderson|1
City of Kenosha|Wards 4|4|United States Senator|Write-In||0
City of Kenosha|Wards 4|4|Representative in Congress|REP|Bryan Steil|98
City of Kenosha|Wards 4|4|Representative in Congress|DEM|Peter Barca|77
City of Kenosha|Wards 4|4|Representative in Congress|GRN|Chester Todd, Jr.|2
City of Kenosha|Wards 4|4|Representative in Congress|Write-In||0
City of Kenosha|Wards 4|4|State Senator District 22|DEM|Robert W. Wirch|126
City of Kenosha|Wards 4|4|State Senator District 22|Write-In||5
City of Kenosha|Wards 4|4|Representative to the Assembly District 64|REP|Ed Hibsch|90
City of Kenosha|Wards 4|4|Representative to the Assembly District 64|DEM|Tip McGuire|81
City of Kenosha|Wards 4|4|Representative to the Assembly District 64|Write-In||2
City of Kenosha|Wards 4|4|District Attorney|REP|Xavier Solis|98
City of Kenosha|Wards 4|4|District Attorney|DEM|Carli McNeill|72
City of Kenosha|Wards 4|4|District Attorney|Write-In||0
City of Kenosha|Wards 4|4|County Clerk|DEM|Regi Waligora|124
City of Kenosha|Wards 4|4|County Clerk|Write-In||7
City of Kenosha|Wards 4|4|County Treasurer|DEM|Teri Jacobson|129
City of Kenosha|Wards 4|4|County Treasurer|Write-In||6
City of Kenosha|Wards 4|4|Register of Deeds|DEM|Jennifer Mack|124
City of Kenosha|Wards 4|4|Register of Deeds|Write-In||5
City of Kenosha|Wards 4|4|State Referendum|Yes||132
City of Kenosha|Wards 4|4|State Referendum|No||30
City of Kenosha|Wards 5|5|President / Vice President|DEM|Kamala D. Harris / Tim Walz|445
City of Kenosha|Wards 5|5|President / Vice President|REP|Donald J. Trump / JD Vance|283
City of Kenosha|Wards 5|5|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|7
City of Kenosha|Wards 5|5|President / Vice President|GRN|Jill Stein / Rudolph Ware|3
City of Kenosha|Wards 5|5|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|2
City of Kenosha|Wards 5|5|President / Vice President|JFA|Cornel West / Melina Abdullah|2
City of Kenosha|Wards 5|5|President / Vice President|CON|Randall Terry / Stephen Broden|1
City of Kenosha|Wards 5|5|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 5|5|President / Vice President|Write-In||2
City of Kenosha|Wards 5|5|United States Senator|DEM|Tammy Baldwin|446
City of Kenosha|Wards 5|5|United States Senator|REP|Eric Hovde|256
City of Kenosha|Wards 5|5|United States Senator|AFT|Thomas Leager|8
City of Kenosha|Wards 5|5|United States Senator|DTC|Phil Anderson|3
City of Kenosha|Wards 5|5|United States Senator|Write-In||1
City of Kenosha|Wards 5|5|Representative in Congress|DEM|Peter Barca|412
City of Kenosha|Wards 5|5|Representative in Congress|REP|Bryan Steil|265
City of Kenosha|Wards 5|5|Representative in Congress|GRN|Chester Todd, Jr.|23
City of Kenosha|Wards 5|5|Representative in Congress|Write-In||2
City of Kenosha|Wards 5|5|State Senator District 22|DEM|Robert W. Wirch|600
City of Kenosha|Wards 5|5|State Senator District 22|Write-In||15
City of Kenosha|Wards 5|5|Representative to the Assembly District 64|DEM|Tip McGuire|425
City of Kenosha|Wards 5|5|Representative to the Assembly District 64|REP|Ed Hibsch|260
City of Kenosha|Wards 5|5|Representative to the Assembly District 64|Write-In||3
City of Kenosha|Wards 5|5|District Attorney|DEM|Carli McNeill|431
City of Kenosha|Wards 5|5|District Attorney|REP|Xavier Solis|251
City of Kenosha|Wards 5|5|District Attorney|Write-In||3
City of Kenosha|Wards 5|5|County Clerk|DEM|Regi Waligora|599
City of Kenosha|Wards 5|5|County Clerk|Write-In||7
City of Kenosha|Wards 5|5|County Treasurer|DEM|Teri Jacobson|592
City of Kenosha|Wards 5|5|County Treasurer|Write-In||6
City of Kenosha|Wards 5|5|Register of Deeds|DEM|Jennifer Mack|580
City of Kenosha|Wards 5|5|Register of Deeds|Write-In||8
City of Kenosha|Wards 5|5|State Referendum|Yes||502
City of Kenosha|Wards 5|5|State Referendum|No||188
City of Kenosha|Wards 6|6|President / Vice President|DEM|Kamala D. Harris / Tim Walz|166
City of Kenosha|Wards 6|6|President / Vice President|REP|Donald J. Trump / JD Vance|133
City of Kenosha|Wards 6|6|President / Vice President|JFA|Cornel West / Melina Abdullah|4
City of Kenosha|Wards 6|6|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 6|6|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 6|6|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 6|6|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 6|6|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 6|6|President / Vice President|Write-In||0
City of Kenosha|Wards 6|6|United States Senator|DEM|Tammy Baldwin|165
City of Kenosha|Wards 6|6|United States Senator|REP|Eric Hovde|112
City of Kenosha|Wards 6|6|United States Senator|DTC|Phil Anderson|16
City of Kenosha|Wards 6|6|United States Senator|AFT|Thomas Leager|6
City of Kenosha|Wards 6|6|United States Senator|Write-In||1
City of Kenosha|Wards 6|6|Representative in Congress|DEM|Peter Barca|167
City of Kenosha|Wards 6|6|Representative in Congress|REP|Bryan Steil|119
City of Kenosha|Wards 6|6|Representative in Congress|GRN|Chester Todd, Jr.|13
City of Kenosha|Wards 6|6|Representative in Congress|Write-In||0
City of Kenosha|Wards 6|6|State Senator District 22|DEM|Robert W. Wirch|227
City of Kenosha|Wards 6|6|State Senator District 22|Write-In||0
City of Kenosha|Wards 6|6|Representative to the Assembly District 64|DEM|Tip McGuire|177
City of Kenosha|Wards 6|6|Representative to the Assembly District 64|REP|Ed Hibsch|115
City of Kenosha|Wards 6|6|Representative to the Assembly District 64|Write-In||0
City of Kenosha|Wards 6|6|District Attorney|DEM|Carli McNeill|167
City of Kenosha|Wards 6|6|District Attorney|REP|Xavier Solis|122
City of Kenosha|Wards 6|6|District Attorney|Write-In||0
City of Kenosha|Wards 6|6|County Clerk|DEM|Regi Waligora|225
City of Kenosha|Wards 6|6|County Clerk|Write-In||1
City of Kenosha|Wards 6|6|County Treasurer|DEM|Teri Jacobson|225
City of Kenosha|Wards 6|6|County Treasurer|Write-In||1
City of Kenosha|Wards 6|6|Register of Deeds|DEM|Jennifer Mack|220
City of Kenosha|Wards 6|6|Register of Deeds|Write-In||1
City of Kenosha|Wards 6|6|State Referendum|Yes||193
City of Kenosha|Wards 6|6|State Referendum|No||90
City of Kenosha|Wards 7|7|President / Vice President|DEM|Kamala D. Harris / Tim Walz|117
City of Kenosha|Wards 7|7|President / Vice President|REP|Donald J. Trump / JD Vance|94
City of Kenosha|Wards 7|7|President / Vice President|GRN|Jill Stein / Rudolph Ware|2
City of Kenosha|Wards 7|7|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 7|7|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 7|7|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 7|7|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 7|7|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 7|7|President / Vice President|Write-In||0
City of Kenosha|Wards 7|7|United States Senator|DEM|Tammy Baldwin|116
City of Kenosha|Wards 7|7|United States Senator|REP|Eric Hovde|85
City of Kenosha|Wards 7|7|United States Senator|AFT|Thomas Leager|6
City of Kenosha|Wards 7|7|United States Senator|DTC|Phil Anderson|3
City of Kenosha|Wards 7|7|United States Senator|Write-In||1
City of Kenosha|Wards 7|7|Representative in Congress|DEM|Peter Barca|113
City of Kenosha|Wards 7|7|Representative in Congress|REP|Bryan Steil|85
City of Kenosha|Wards 7|7|Representative in Congress|GRN|Chester Todd, Jr.|12
City of Kenosha|Wards 7|7|Representative in Congress|Write-In||0
City of Kenosha|Wards 7|7|State Senator District 22|DEM|Robert W. Wirch|156
City of Kenosha|Wards 7|7|State Senator District 22|Write-In||7
City of Kenosha|Wards 7|7|Representative to the Assembly District 64|DEM|Tip McGuire|119
City of Kenosha|Wards 7|7|Representative to the Assembly District 64|REP|Ed Hibsch|87
City of Kenosha|Wards 7|7|Representative to the Assembly District 64|Write-In||1
City of Kenosha|Wards 7|7|District Attorney|DEM|Carli McNeill|119
City of Kenosha|Wards 7|7|District Attorney|REP|Xavier Solis|86
City of Kenosha|Wards 7|7|District Attorney|Write-In||1
City of Kenosha|Wards 7|7|County Clerk|DEM|Regi Waligora|157
City of Kenosha|Wards 7|7|County Clerk|Write-In||8
City of Kenosha|Wards 7|7|County Treasurer|DEM|Teri Jacobson|155
City of Kenosha|Wards 7|7|County Treasurer|Write-In||8
City of Kenosha|Wards 7|7|Register of Deeds|DEM|Jennifer Mack|158
City of Kenosha|Wards 7|7|Register of Deeds|Write-In||6
City of Kenosha|Wards 7|7|State Referendum|Yes||130
City of Kenosha|Wards 7|7|State Referendum|No||63
City of Kenosha|Wards 8|8|President / Vice President|REP|Donald J. Trump / JD Vance|210
City of Kenosha|Wards 8|8|President / Vice President|DEM|Kamala D. Harris / Tim Walz|113
City of Kenosha|Wards 8|8|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|2
City of Kenosha|Wards 8|8|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|1
City of Kenosha|Wards 8|8|President / Vice President|GRN|Jill Stein / Rudolph Ware|1
City of Kenosha|Wards 8|8|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 8|8|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 8|8|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 8|8|President / Vice President|Write-In||0
City of Kenosha|Wards 8|8|United States Senator|REP|Eric Hovde|191
City of Kenosha|Wards 8|8|United States Senator|DEM|Tammy Baldwin|121
City of Kenosha|Wards 8|8|United States Senator|DTC|Phil Anderson|3
City of Kenosha|Wards 8|8|United States Senator|AFT|Thomas Leager|3
City of Kenosha|Wards 8|8|United States Senator|Write-In||0
City of Kenosha|Wards 8|8|Representative in Congress|REP|Bryan Steil|181
City of Kenosha|Wards 8|8|Representative in Congress|DEM|Peter Barca|131
City of Kenosha|Wards 8|8|Representative in Congress|GRN|Chester Todd, Jr.|5
City of Kenosha|Wards 8|8|Representative in Congress|Write-In||0
City of Kenosha|Wards 8|8|State Senator District 22|DEM|Robert W. Wirch|197
City of Kenosha|Wards 8|8|State Senator District 22|Write-In||16
City of Kenosha|Wards 8|8|Representative to the Assembly District 64|REP|Ed Hibsch|180
City of Kenosha|Wards 8|8|Representative to the Assembly District 64|DEM|Tip McGuire|132
City of Kenosha|Wards 8|8|Representative to the Assembly District 64|Write-In||0
City of Kenosha|Wards 8|8|District Attorney|REP|Xavier Solis|186
City of Kenosha|Wards 8|8|District Attorney|DEM|Carli McNeill|126
City of Kenosha|Wards 8|8|District Attorney|Write-In||0
City of Kenosha|Wards 8|8|County Clerk|DEM|Regi Waligora|198
City of Kenosha|Wards 8|8|County Clerk|Write-In||11
City of Kenosha|Wards 8|8|County Treasurer|DEM|Teri Jacobson|201
City of Kenosha|Wards 8|8|County Treasurer|Write-In||11
City of Kenosha|Wards 8|8|Register of Deeds|DEM|Jennifer Mack|188
City of Kenosha|Wards 8|8|Register of Deeds|Write-In||12
City of Kenosha|Wards 8|8|State Referendum|Yes||249
City of Kenosha|Wards 8|8|State Referendum|No||48
City of Kenosha|Wards 9|9|President / Vice President|REP|Donald J. Trump / JD Vance|410
City of Kenosha|Wards 9|9|President / Vice President|DEM|Kamala D. Harris / Tim Walz|377
City of Kenosha|Wards 9|9|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|7
City of Kenosha|Wards 9|9|President / Vice President|JFA|Cornel West / Melina Abdullah|2
City of Kenosha|Wards 9|9|President / Vice President|GRN|Jill Stein / Rudolph Ware|2
City of Kenosha|Wards 9|9|President / Vice President|CON|Randall Terry / Stephen Broden|1
City of Kenosha|Wards 9|9|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|1
City of Kenosha|Wards 9|9|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 9|9|President / Vice President|Write-In||0
City of Kenosha|Wards 9|9|United States Senator|DEM|Tammy Baldwin|387
City of Kenosha|Wards 9|9|United States Senator|REP|Eric Hovde|367
City of Kenosha|Wards 9|9|United States Senator|DTC|Phil Anderson|13
City of Kenosha|Wards 9|9|United States Senator|AFT|Thomas Leager|12
City of Kenosha|Wards 9|9|United States Senator|Write-In||5
City of Kenosha|Wards 9|9|Representative in Congress|REP|Bryan Steil|389
City of Kenosha|Wards 9|9|Representative in Congress|DEM|Peter Barca|368
City of Kenosha|Wards 9|9|Representative in Congress|GRN|Chester Todd, Jr.|22
City of Kenosha|Wards 9|9|Representative in Congress|Write-In||2
City of Kenosha|Wards 9|9|State Senator District 22|DEM|Robert W. Wirch|576
City of Kenosha|Wards 9|9|State Senator District 22|Write-In||19
City of Kenosha|Wards 9|9|Representative to the Assembly District 64|DEM|Tip McGuire|391
City of Kenosha|Wards 9|9|Representative to the Assembly District 64|REP|Ed Hibsch|361
City of Kenosha|Wards 9|9|Representative to the Assembly District 64|Write-In||4
City of Kenosha|Wards 9|9|District Attorney|DEM|Carli McNeill|392
City of Kenosha|Wards 9|9|District Attorney|REP|Xavier Solis|359
City of Kenosha|Wards 9|9|District Attorney|Write-In||3
City of Kenosha|Wards 9|9|County Clerk|DEM|Regi Waligora|570
City of Kenosha|Wards 9|9|County Clerk|Write-In||24
City of Kenosha|Wards 9|9|County Treasurer|DEM|Teri Jacobson|573
City of Kenosha|Wards 9|9|County Treasurer|Write-In||20
City of Kenosha|Wards 9|9|Register of Deeds|DEM|Jennifer Mack|560
City of Kenosha|Wards 9|9|Register of Deeds|Write-In||21
City of Kenosha|Wards 9|9|State Referendum|Yes||590
City of Kenosha|Wards 9|9|State Referendum|No||149
City of Kenosha|Wards 10|10|President / Vice President|REP|Donald J. Trump / JD Vance|63
City of Kenosha|Wards 10|10|President / Vice President|DEM|Kamala D. Harris / Tim Walz|48
City of Kenosha|Wards 10|10|President / Vice President|CON|Randall Terry / Stephen Broden|2
City of Kenosha|Wards 10|10|President / Vice President|GRN|Jill Stein / Rudolph Ware|1
City of Kenosha|Wards 10|10|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|1
City of Kenosha|Wards 10|10|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 10|10|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 10|10|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 10|10|President / Vice President|Write-In||0
City of Kenosha|Wards 10|10|United States Senator|REP|Eric Hovde|59
City of Kenosha|Wards 10|10|United States Senator|DEM|Tammy Baldwin|52
City of Kenosha|Wards 10|10|United States Senator|AFT|Thomas Leager|2
City of Kenosha|Wards 10|10|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 10|10|United States Senator|Write-In||0
City of Kenosha|Wards 10|10|Representative in Congress|REP|Bryan Steil|59
City of Kenosha|Wards 10|10|Representative in Congress|DEM|Peter Barca|51
City of Kenosha|Wards 10|10|Representative in Congress|GRN|Chester Todd, Jr.|3
City of Kenosha|Wards 10|10|Representative in Congress|Write-In||0
City of Kenosha|Wards 10|10|State Senator District 22|DEM|Robert W. Wirch|74
City of Kenosha|Wards 10|10|State Senator District 22|Write-In||2
City of Kenosha|Wards 10|10|Representative to the Assembly District 64|REP|Ed Hibsch|59
City of Kenosha|Wards 10|10|Representative to the Assembly District 64|DEM|Tip McGuire|53
City of Kenosha|Wards 10|10|Representative to the Assembly District 64|Write-In||0
City of Kenosha|Wards 10|10|District Attorney|REP|Xavier Solis|56
City of Kenosha|Wards 10|10|District Attorney|DEM|Carli McNeill|53
City of Kenosha|Wards 10|10|District Attorney|Write-In||1
City of Kenosha|Wards 10|10|County Clerk|DEM|Regi Waligora|75
City of Kenosha|Wards 10|10|County Clerk|Write-In||3
City of Kenosha|Wards 10|10|County Treasurer|DEM|Teri Jacobson|77
City of Kenosha|Wards 10|10|County Treasurer|Write-In||3
City of Kenosha|Wards 10|10|Register of Deeds|DEM|Jennifer Mack|76
City of Kenosha|Wards 10|10|Register of Deeds|Write-In||2
City of Kenosha|Wards 10|10|State Referendum|Yes||85
City of Kenosha|Wards 10|10|State Referendum|No||22
City of Kenosha|Wards 11|11|President / Vice President|REP|Donald J. Trump / JD Vance|297
City of Kenosha|Wards 11|11|President / Vice President|DEM|Kamala D. Harris / Tim Walz|262
City of Kenosha|Wards 11|11|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|4
City of Kenosha|Wards 11|11|President / Vice President|CON|Randall Terry / Stephen Broden|1
City of Kenosha|Wards 11|11|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|1
City of Kenosha|Wards 11|11|President / Vice President|GRN|Jill Stein / Rudolph Ware|1
City of Kenosha|Wards 11|11|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|1
City of Kenosha|Wards 11|11|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 11|11|President / Vice President|Write-In||1
City of Kenosha|Wards 11|11|United States Senator|REP|Eric Hovde|285
City of Kenosha|Wards 11|11|United States Senator|DEM|Tammy Baldwin|257
City of Kenosha|Wards 11|11|United States Senator|DTC|Phil Anderson|15
City of Kenosha|Wards 11|11|United States Senator|AFT|Thomas Leager|2
City of Kenosha|Wards 11|11|United States Senator|Write-In||0
City of Kenosha|Wards 11|11|Representative in Congress|REP|Bryan Steil|298
City of Kenosha|Wards 11|11|Representative in Congress|DEM|Peter Barca|247
City of Kenosha|Wards 11|11|Representative in Congress|GRN|Chester Todd, Jr.|12
City of Kenosha|Wards 11|11|Representative in Congress|Write-In||0
City of Kenosha|Wards 11|11|State Senator District 22|DEM|Robert W. Wirch|405
City of Kenosha|Wards 11|11|State Senator District 22|Write-In||21
City of Kenosha|Wards 11|11|Representative to the Assembly District 64|DEM|Tip McGuire|276
City of Kenosha|Wards 11|11|Representative to the Assembly District 64|REP|Ed Hibsch|271
City of Kenosha|Wards 11|11|Representative to the Assembly District 64|Write-In||1
City of Kenosha|Wards 11|11|District Attorney|DEM|Carli McNeill|286
City of Kenosha|Wards 11|11|District Attorney|REP|Xavier Solis|251
City of Kenosha|Wards 11|11|District Attorney|Write-In||2
City of Kenosha|Wards 11|11|County Clerk|DEM|Regi Waligora|392
City of Kenosha|Wards 11|11|County Clerk|Write-In||20
City of Kenosha|Wards 11|11|County Treasurer|DEM|Teri Jacobson|389
City of Kenosha|Wards 11|11|County Treasurer|Write-In||18
City of Kenosha|Wards 11|11|Register of Deeds|DEM|Jennifer Mack|391
City of Kenosha|Wards 11|11|Register of Deeds|Write-In||18
City of Kenosha|Wards 11|11|State Referendum|Yes||420
City of Kenosha|Wards 11|11|State Referendum|No||109
City of Kenosha|Wards 12|12|President / Vice President|DEM|Kamala D. Harris / Tim Walz|196
City of Kenosha|Wards 12|12|President / Vice President|REP|Donald J. Trump / JD Vance|169
City of Kenosha|Wards 12|12|President / Vice President|GRN|Jill Stein / Rudolph Ware|3
City of Kenosha|Wards 12|12|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|3
City of Kenosha|Wards 12|12|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|1
City of Kenosha|Wards 12|12|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 12|12|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 12|12|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 12|12|President / Vice President|Write-In||3
City of Kenosha|Wards 12|12|United States Senator|DEM|Tammy Baldwin|204
City of Kenosha|Wards 12|12|United States Senator|REP|Eric Hovde|154
City of Kenosha|Wards 12|12|United States Senator|DTC|Phil Anderson|8
City of Kenosha|Wards 12|12|United States Senator|AFT|Thomas Leager|4
City of Kenosha|Wards 12|12|United States Senator|Write-In||0
City of Kenosha|Wards 12|12|Representative in Congress|DEM|Peter Barca|189
City of Kenosha|Wards 12|12|Representative in Congress|REP|Bryan Steil|173
City of Kenosha|Wards 12|12|Representative in Congress|GRN|Chester Todd, Jr.|8
City of Kenosha|Wards 12|12|Representative in Congress|Write-In||0
City of Kenosha|Wards 12|12|State Senator District 22|DEM|Robert W. Wirch|266
City of Kenosha|Wards 12|12|State Senator District 22|Write-In||19
City of Kenosha|Wards 12|12|Representative to the Assembly District 64|DEM|Tip McGuire|200
City of Kenosha|Wards 12|12|Representative to the Assembly District 64|REP|Ed Hibsch|158
City of Kenosha|Wards 12|12|Representative to the Assembly District 64|Write-In||0
City of Kenosha|Wards 12|12|District Attorney|DEM|Carli McNeill|200
City of Kenosha|Wards 12|12|District Attorney|REP|Xavier Solis|160
City of Kenosha|Wards 12|12|District Attorney|Write-In||1
City of Kenosha|Wards 12|12|County Clerk|DEM|Regi Waligora|262
City of Kenosha|Wards 12|12|County Clerk|Write-In||15
City of Kenosha|Wards 12|12|County Treasurer|DEM|Teri Jacobson|263
City of Kenosha|Wards 12|12|County Treasurer|Write-In||14
City of Kenosha|Wards 12|12|Register of Deeds|DEM|Jennifer Mack|261
City of Kenosha|Wards 12|12|Register of Deeds|Write-In||13
City of Kenosha|Wards 12|12|State Referendum|Yes||255
City of Kenosha|Wards 12|12|State Referendum|No||100
City of Kenosha|Wards 13|13|President / Vice President|REP|Donald J. Trump / JD Vance|293
City of Kenosha|Wards 13|13|President / Vice President|DEM|Kamala D. Harris / Tim Walz|253
